	race_id	horse_id	jockey_id	trainer_id	rank	sex	age	weight	weight_diff	tansho_odds	popularity	impost	wakuban	umaban
10460	202307030712	2019100592	1124	1196	6	0	4	484	-2	268.0	15	58.0	4	7
10469	202307030712	2018110095	1174	1098	15	2	5	480	-24	105.8	11	58.0	4	8
10462	202307030712	2020101758	1144	1166	8	0	3	442	-8	47.1	10	55.0	5	9
10468	202307030712	2019100807	1187	1178	14	0	4	452	10	26.2	7	55.0	5	10
10461	202307030712	2019103278	1116	1123	7	0	4	448	-10	37.8	9	58.0	6	11
10455	202307030712	2020110118	1126	1144	1	0	3	506	8	2.0	1	55.0	6	12
10459	202307030712	2020106576	1142	1128	5	0	3	496	6	237.2	14	55.0	7	13
10458	202307030712	2020102843	1018	1107	4	0	3	488	-2	29.0	8	55.0	7	14
10464	202307030712	2020107203	1154	1188	10	0	3	474	6	133.6	12	55.0	8	15
10466	202307030712	2019103718	1163	1139	12	0	4	516	-2	7.1	3	58.0	8	16
10783	202307030801	2021101102	1187	1194	3	1	2	410	-2	103.4	7	52.0	1	1
10782	202307030801	2021104669	1018	1155	2	0	2	468	2	6.8	3	55.0	2	2
10788	202307030801	2021103772	1200	1148	8	1	2	468	0	187.9	8	52.0	3	3
10781	202307030801	2021103975	1174	1184	1	1	2	434	2	1.7	1	55.0	4	4
10785	202307030801	2021100284	1114	1186	5	0	2	464	2	11.7	5	55.0	5	5
10784	202307030801	2021105836	660	1092	4	0	2	500	-2	3.6	2	55.0	6	6
10787	202307030801	2021100104	1156	1087	7	0	2	476	8	11.6	4	55.0	7	7
10786	202307030801	2021106139	1154	1091	6	0	2	430	4	56.1	6	55.0	8	8
10799	202307030802	2021104928	1126	1002	11	0	2	514	-2	6.4	3	55.0	1	1
10791	202307030802	2021101688	1180	1151	3	0	2	454	2	12.3	6	55.0	2	2
10792	202307030802	2021100175	1171	1101	4	0	2	466	-2	89.2	10	55.0	3	3
10793	202307030802	2021105055	1174	1039	5	0	2	502	4	6.3	2	55.0	4	4
10798	202307030802	2021101544	1018	1085	10	1	2	432	-8	349.4	13	55.0	4	5
10795	202307030802	2021103599	1208	1094	7	0	2	468	2	38.9	7	52.0	5	6
10800	202307030802	2021106721	1154	1194	12	0	2	446	-8	39.1	8	55.0	5	7
10801	202307030802	2021101115	5619	1085	13	0	2	448	0	253.6	11	55.0	6	8
10790	202307030802	2021101457	1088	1146	2	1	2	462	-4	7.1	4	55.0	6	9
10796	202307030802	2021104316	1116	1018	8	1	2	446	0	9.1	5	55.0	7	10
10794	202307030802	2021102128	1167	1119	6	0	2	458	-6	47.8	9	55.0	7	11
10797	202307030802	2021100715	1125	1194	9	0	2	504	2	335.2	12	55.0	8	12
10789	202307030802	2021100561	1179	1147	1	0	2	476	8	2.2	1	55.0	8	13
10814	202307030803	2020107049	1124	1002	13	0	3	466	-2	132.5	14	56.0	1	1
10810	202307030803	2020105566	1181	1078	9	1	3	340	-14	328.3	16	53.0	1	2
10812	202307030803	2020100844	1019	1046	11	0	3	438	2	22.5	8	56.0	2	3
10804	202307030803	2020104649	1126	1142	3	1	3	452	4	8.9	6	54.0	2	4
10815	202307030803	2020105423	1125	1042	14	0	3	486	2	294.6	15	56.0	3	5
10817	202307030803	2020102644	1171	1164	16	1	3	478	20	7.2	3	54.0	3	6
10802	202307030803	2020102570	1018	1149	1	0	3	514	0	17.7	7	56.0	4	7
10805	202307030803	2020100724	1156	1087	4	0	3	410	2	357.9	17	56.0	4	8
10807	202307030803	2020105683	1144	1154	6	1	3	430	2	5.9	2	54.0	5	9
10806	202307030803	2020101916	1180	427	5	0	3	452	2	8.2	5	56.0	5	10
10816	202307030803	2020103498	1179	1061	15	1	3	458	-8	37.7	10	54.0	6	11
10811	202307030803	2020102560	732	1142	10	1	3	442	-2	77.3	12	54.0	6	12
10803	202307030803	2020105550	1154	1046	2	0	3	494	8	8.0	4	56.0	7	13
10818	202307030803	2020101156	1187	1099	17	0	3	494	0	36.9	9	53.0	7	14
10808	202307030803	2020103193	1116	1166	7	0	3	486	-2	2.6	1	56.0	8	15
10809	202307030803	2020106325	1128	1069	8	0	3	458	0	97.6	13	56.0	8	16
10813	202307030803	2020100521	1034	1161	12	0	3	464	0	59.1	11	56.0	8	17
10834	202307030804	2020100969	1034	1028	16	0	3	504	0	116.3	13	56.0	1	1
10831	202307030804	2020104151	732	1032	13	0	3	484	-10	47.8	8	56.0	1	2
10832	202307030804	2020106007	1124	1099	14	1	3	438	4	116.2	12	54.0	2	3
10826	202307030804	2020102041	1204	1173	8	0	3	456	-2	5.9	3	52.0	2	4
10822	202307030804	2020102738	1116	1161	4	1	3	480	8	3.5	1	54.0	3	5
10823	202307030804	2020100523	1128	1149	5	1	3	486	4	10.2	7	54.0	3	6
10827	202307030804	2020100025	1130	1180	9	1	3	464	4	164.1	15	54.0	4	7
10835	202307030804	2020100722	1018	1173	17	1	3	426	-6	300.7	18	54.0	4	8
10825	202307030804	2020100605	1200	1136	7	1	3	472	-4	56.6	9	51.0	5	9
10828	202307030804	2020102897	1133	1071	10	2	3	458	4	206.4	17	56.0	5	10
10824	202307030804	2020105867	1187	1157	6	1	3	416	0	8.3	6	51.0	6	11
10830	202307030804	2020102946	1144	1180	12	1	3	454	-2	128.8	14	54.0	6	12
10821	202307030804	2020100370	1126	1091	3	1	3	426	0	7.8	5	54.0	7	13
10820	202307030804	2020105299	1199	1140	2	0	3	488	-6	4.5	2	55.0	7	14
10829	202307030804	2020100442	1154	1155	11	0	3	422	-4	95.0	11	56.0	7	15
10819	202307030804	2020103588	1037	1170	1	0	3	456	0	7.7	4	56.0	8	16
10833	202307030804	2020106745	1195	1050	15	1	3	468	0	167.4	16	51.0	8	17
10836	202307030804	2020102848	1208	1105	18	1	3	436	-2	65.0	10	51.0	8	18
10847	202307030805	2021106093	1199	1104	11	0	2	462	0	128.7	10	54.0	1	1
10839	202307030805	2021102762	1133	1101	3	0	2	444	0	47.8	6	55.0	2	2
10841	202307030805	2021105441	1018	1082	5	1	2	492	0	4.9	3	55.0	3	3
10837	202307030805	2021105874	1088	1137	1	0	2	520	0	2.0	1	55.0	4	4
10838	202307030805	2021104092	1174	1105	2	0	2	478	0	8.5	4	55.0	5	5
10843	202307030805	2021103858	732	1121	7	1	2	440	0	34.8	5	55.0	6	6
10840	202307030805	2021106694	1126	1147	4	0	2	490	0	3.7	2	55.0	6	7
10842	202307030805	2021107174	1144	1193	6	0	2	482	0	77.8	8	55.0	7	8
10845	202307030805	2021100844	1163	1018	9	0	2	460	0	153.4	11	55.0	7	9
10846	202307030805	2021106820	5212	1084	10	0	2	474	0	53.2	7	55.0	8	10
10844	202307030805	2021101781	660	1184	8	1	2	410	0	89.3	9	55.0	8	11
10852	202307030806	2020103991	1208	1065	5	1	3	458	6	33.0	7	50.0	1	1
10860	202307030806	2019102208	1187	1186	13	1	4	516	-2	22.9	6	53.0	2	2
10856	202307030806	2019105430	1018	1155	9	1	4	496	-2	48.7	9	56.0	3	3
10848	202307030806	2020102688	1171	1055	1	1	3	476	0	7.0	4	53.0	3	4
10849	202307030806	2020109086	1124	1098	2	1	3	496	4	4.8	3	53.0	4	5
10851	202307030806	2018105842	1204	1139	4	1	5	450	-6	7.1	5	52.0	4	6
10857	202307030806	2019103673	1142	1142	10	1	4	430	8	114.7	12	56.0	5	7
10854	202307030806	2020101708	1163	1071	7	1	3	452	-6	2.6	1	53.0	5	8
10855	202307030806	2020103967	1133	1040	8	1	3	480	1	336.8	14	53.0	6	9
10861	202307030806	2018105239	5619	1181	14	1	5	460	-8	52.3	10	56.0	6	10
10859	202307030806	2018103198	1195	1032	12	1	5	524	-2	129.6	13	53.0	7	11
10858	202307030806	2019106001	1180	1151	11	1	4	492	6	58.2	11	56.0	7	12
10853	202307030806	2020101129	1034	1185	6	1	3	450	2	36.2	8	53.0	8	13
10850	202307030806	2019105975	1126	1183	3	1	4	460	-4	4.8	2	56.0	8	14
10868	202307030807	2020106579	1126	1142	7	1	3	466	10	2.6	2	54.0	1	1
10879	202307030807	2020104792	1204	1083	18	1	3	472	-2	312.9	16	50.0	1	2
10871	202307030807	2020104010	1147	1194	10	0	3	488	-2	397.5	17	56.0	2	3
10864	202307030807	2020100976	1088	1046	3	0	3	498	0	2.5	1	56.0	2	4
10865	202307030807	2020103828	1018	1111	4	0	3	444	0	11.5	5	56.0	3	5
10872	202307030807	2020101023	1130	1180	11	1	3	438	-2	179.2	13	54.0	3	6
10878	202307030807	2020106815	1174	1193	17	0	3	462	-2	52.3	7	56.0	4	7
10863	202307030807	2020105774	1128	1093	2	1	3	422	-6	118.3	11	54.0	4	8
10867	202307030807	2020105646	1140	438	6	1	3	438	4	25.8	6	54.0	5	9
10870	202307030807	2020103562	5212	1094	9	1	3	436	-10	6.5	3	54.0	5	10
10876	202307030807	2020100637	1154	1082	15	1	3	490	10	151.2	12	54.0	6	11
10873	202307030807	2020101911	1208	1142	12	0	3	444	-4	466.1	18	53.0	6	12
10862	202307030807	2020106798	1199	1140	1	0	3	432	0	11.4	4	55.0	7	13
10875	202307030807	2020101961	1171	1181	14	0	3	470	-10	53.4	8	56.0	7	14
10869	202307030807	2020100379	1187	420	8	1	3	442	8	189.3	14	51.0	7	15
10877	202307030807	2020100751	732	1058	16	2	3	432	0	54.6	9	56.0	8	16
10866	202307030807	2020103042	1034	1161	5	0	3	436	4	197.5	15	56.0	8	17
10874	202307030807	2020104655	1179	1176	13	0	3	490	0	77.5	10	56.0	8	18
10891	202307030808	2020101026	1126	1055	12	0	3	490	-4	3.3	1	55.0	1	1
10893	202307030808	2020102027	1199	1140	14	0	3	476	-2	25.3	10	54.0	1	2
10890	202307030808	2019102062	1144	1040	11	1	4	426	-6	95.5	14	56.0	2	3
10889	202307030808	2019100572	1116	1178	10	1	4	426	4	57.9	13	56.0	2	4
10896	202307030808	2020101570	1174	1104	17	2	3	436	-2	7.1	3	55.0	3	5
10888	202307030808	2019103953	1114	429	9	1	4	452	-2	344.3	17	56.0	3	6
10897	202307030808	2019104542	1200	1181	18	1	4	440	-16	191.9	15	53.0	4	7
10894	202307030808	2019100618	1122	1110	15	1	4	482	-6	13.2	7	56.0	4	8
10892	202307030808	2020106882	1171	1157	13	1	3	420	0	10.3	5	53.0	5	9
10886	202307030808	2019106048	732	1154	7	1	4	456	2	9.5	4	56.0	5	10
10881	202307030808	2018100736	660	1120	2	1	5	504	14	14.9	8	56.0	6	11
10887	202307030808	2019100548	1208	1072	8	1	4	458	2	11.7	6	53.0	6	12
10885	202307030808	2017103255	1181	1041	6	2	6	470	-8	207.7	16	57.0	7	13
10880	202307030808	2020104572	1187	1135	1	1	3	458	8	4.6	2	50.0	7	14
10895	202307030808	2017105790	1204	1139	16	0	6	482	-8	346.3	18	54.0	7	15
10883	202307030808	2019104818	1195	1039	4	0	4	466	-6	55.0	11	55.0	8	16
10882	202307030808	2020103495	1180	1151	3	1	3	402	0	22.0	9	53.0	8	17
10884	202307030808	2020106737	1019	1140	5	1	3	434	2	57.3	12	53.0	8	18
10900	202307030809	2018103368	1019	1095	3	1	5	462	0	10.9	4	56.0	1	1
10903	202307030809	2018105314	1122	1144	6	1	5	502	0	14.8	6	56.0	2	2
10906	202307030809	2019103133	1018	1183	9	0	4	444	16	4.4	3	58.0	3	3
10899	202307030809	2020104332	5212	1132	2	1	3	440	-6	3.3	2	53.0	4	4
10898	202307030809	2020103271	1174	1110	1	0	3	492	-2	2.5	1	55.0	5	5
10904	202307030809	2018106513	1126	1078	7	0	5	476	-8	15.4	7	58.0	6	6
10901	202307030809	2016102113	1124	1085	4	2	7	452	2	185.2	10	58.0	7	7
10902	202307030809	2017101804	1163	1110	5	0	6	472	-6	120.8	9	58.0	7	8
10905	202307030809	2019104557	1180	1151	8	1	4	458	8	13.3	5	56.0	8	9
10907	202307030809	2018105260	1133	1073	10	0	5	476	6	52.5	8	58.0	8	10
10923	202307030810	2018103735	660	1190	16	0	5	472	-12	189.5	15	58.0	1	1
10919	202307030810	2018106560	1199	1062	12	0	5	492	12	8.3	6	58.0	1	2
10909	202307030810	2020104679	1163	1018	2	0	3	488	-2	7.6	4	55.0	2	3
10913	202307030810	2018102666	5212	1157	6	1	5	498	2	16.2	8	56.0	2	4
10910	202307030810	2018101514	1174	1159	3	1	5	466	8	4.6	2	56.0	3	5
10921	202307030810	2019101975	1018	1111	14	0	4	484	-6	13.1	7	58.0	3	6
10908	202307030810	2019103529	1179	429	1	1	4	464	-2	7.5	3	56.0	4	7
10914	202307030810	2019104496	1126	1168	7	0	4	514	-4	38.1	11	58.0	4	8
10916	202307030810	2018105860	1141	1139	9	0	5	488	2	31.8	10	58.0	5	9
10911	202307030810	2017106295	732	1083	4	0	6	468	-14	41.4	12	58.0	5	10
10920	202307030810	2018103147	1034	1139	13	1	5	484	6	60.6	14	56.0	6	11
10915	202307030810	2017110146	1180	1186	8	0	6	476	2	8.2	5	58.0	6	12
10918	202307030810	2018100886	1122	1166	11	0	5	526	0	53.0	13	58.0	7	13
10917	202307030810	2019101923	1192	1020	10	0	4	494	-16	27.2	9	58.0	7	14
10922	202307030810	2019101705	1088	1054	15	0	4	474	4	4.3	1	58.0	8	15
10912	202307030810	2018103503	1144	1176	5	0	5	494	0	212.9	16	58.0	8	16
10930	202307030811	2018105478	1171	1137	7	0	5	472	-4	13.9	5	55.0	1	1
10932	202307030811	2016100596	1160	1071	9	0	7	516	4	53.7	13	57.0	1	2
10936	202307030811	2017105214	1174	1061	13	0	6	438	-12	35.6	12	57.5	2	3
10931	202307030811	2018106318	1199	1120	8	0	5	470	0	14.4	6	57.0	2	4
10939	202307030811	2017104093	732	1104	16	2	6	458	-4	100.2	16	56.0	3	5
10924	202307030811	2019106670	1126	1111	1	0	4	432	-4	16.6	8	55.0	3	6
10929	202307030811	2018102227	1124	1123	6	0	5	456	-6	16.6	7	55.0	4	7
10928	202307030811	2019105345	1122	1055	5	1	4	482	-8	27.1	11	55.0	4	8
10937	202307030811	2018105192	1163	1075	14	0	5	512	0	19.5	9	58.0	5	9
10927	202307030811	2017101423	1085	1048	4	0	6	494	-2	7.2	3	57.0	5	10
10925	202307030811	2018104947	5212	1061	2	1	5	422	0	4.5	2	54.0	6	11
10935	202307030811	2019103034	1140	438	12	0	4	460	-6	9.1	4	59.0	6	12
10938	202307030811	2019103826	1179	1162	15	0	4	558	-2	20.4	10	55.0	7	13
10934	202307030811	2016106232	660	1078	11	0	7	458	-4	88.0	15	56.0	7	14
10933	202307030811	2016104435	1018	1075	10	0	7	468	-2	85.8	14	57.0	8	15
10926	202307030811	2019104982	1088	1055	3	1	4	486	4	3.2	1	53.0	8	16
10943	202307030812	2018105258	1180	1185	4	0	5	474	-10	14.7	6	58.0	1	1
10952	202307030812	2020104523	1018	1196	13	0	3	500	16	4.7	2	55.0	1	2
10949	202307030812	2017105358	1072	1082	10	2	6	496	10	287.1	14	58.0	2	3
10951	202307030812	2020103270	1171	1160	12	0	3	462	-10	15.1	7	55.0	2	4
10955	202307030812	2019106582	1160	1178	16	0	4	482	-13	399.8	16	58.0	3	5
10954	202307030812	2019102337	1154	1002	15	0	4	518	-3	39.5	9	58.0	3	6
10941	202307030812	2019105631	5619	438	2	1	4	480	6	7.0	4	56.0	4	7
10945	202307030812	2017102927	1037	1139	6	0	6	512	-10	320.8	15	58.0	4	8
10950	202307030812	2019103237	1179	1128	11	0	4	480	14	32.1	8	58.0	5	9
10940	202307030812	2020106063	1126	1121	1	0	3	458	-8	4.7	3	55.0	5	10
10947	202307030812	2019105456	1174	1158	8	0	4	510	-2	49.6	10	58.0	6	11
10944	202307030812	2017103656	1128	1188	5	2	6	432	-6	73.8	11	58.0	6	12
10946	202307030812	2020101764	1187	1135	7	0	3	466	-2	10.8	5	52.0	7	13
10942	202307030812	2020103005	1142	1178	3	0	3	482	2	2.8	1	55.0	7	14
10948	202307030812	2017102599	1114	1050	9	0	6	506	0	112.2	12	58.0	8	15
10953	202307030812	2020100784	1208	1078	14	0	3	450	-6	132.8	13	52.0	8	16
170	202308010501	2020100023	1190	1075	4	1	3	444	0	23.8	6	50.0	1	1
169	202308010501	2020104429	1154	1157	3	1	3	492	2	1.7	1	54.0	2	2
181	202308010501	2020102972	1174	1168	15	1	3	508	6	5.7	3	54.0	2	3
179	202308010501	2020105348	1199	1039	13	1	3	484	-2	201.9	12	53.0	3	4
175	202308010501	2020101408	5203	1033	9	1	3	444	6	181.8	11	54.0	3	5
180	202308010501	2020101037	1180	1146	14	1	3	464	-2	240.8	13	54.0	4	6
171	202308010501	2020105537	732	1196	5	1	3	438	6	17.3	5	54.0	4	7
173	202308010501	2020100369	1185	1066	7	1	3	442	-2	28.0	7	53.0	5	8
174	202308010501	2020106887	1171	1042	8	1	3	480	-4	66.4	10	54.0	5	9
172	202308010501	2020106310	1032	1033	6	1	3	436	2	46.0	9	54.0	6	10
177	202308010501	2020106938	1128	1185	11	1	3	434	0	328.3	15	54.0	6	11
168	202308010501	2020103710	1126	1002	2	1	3	462	-6	4.7	2	54.0	7	12
178	202308010501	2020103406	1138	1144	12	1	3	494	2	42.5	8	54.0	7	13
176	202308010501	2020100634	1208	1091	10	1	3	444	-2	279.2	14	51.0	8	14
167	202308010501	2020105167	1124	1003	1	1	3	430	2	14.4	4	54.0	8	15
184	202308010502	2020101200	1154	1073	3	0	3	490	-8	72.0	8	56.0	1	1
191	202308010502	2020101013	1124	1003	10	0	3	542	6	329.5	13	56.0	2	2
187	202308010502	2020100987	1088	1154	6	0	3	476	0	2.0	1	56.0	3	3
190	202308010502	2020102043	1180	1155	9	0	3	520	0	56.0	7	56.0	3	4
183	202308010502	2020106922	666	1139	2	0	3	466	0	2.6	2	56.0	4	5
188	202308010502	2020105933	1146	431	7	0	3	478	-2	105.1	9	56.0	4	6
194	202308010502	2020102234	1133	1041	13	0	3	488	-4	690.8	14	56.0	5	7
189	202308010502	2020105914	1018	1003	8	0	3	508	2	294.2	12	56.0	5	8
186	202308010502	2020103136	5203	1092	5	0	3	490	-4	15.2	5	56.0	6	9
192	202308010502	2020106943	1182	1018	11	1	3	458	-6	273.0	11	53.0	6	10
185	202308010502	2020105938	660	1044	4	0	3	542	-8	12.2	4	56.0	7	11
182	202308010502	2020103123	1185	1083	1	0	3	494	-8	52.0	6	55.0	7	12
195	202308010502	2020101820	1157	1130	14	0	3	490	-4	6.3	3	56.0	8	13
193	202308010502	2020103895	1138	1166	12	0	3	470	0	177.8	10	56.0	8	14
199	202308010503	2020104309	1126	1078	4	0	3	490	2	34.9	8	56.0	1	1
197	202308010503	2020110044	1174	1184	2	1	3	440	-2	2.8	1	54.0	2	3
204	202308010503	2020100728	1199	1104	9	0	3	444	-2	54.1	10	55.0	2	4
202	202308010503	2020105731	1018	1073	7	0	3	488	2	35.6	9	56.0	3	5
196	202308010503	2020110079	666	1180	1	1	3	468	4	4.4	2	54.0	3	6
198	202308010503	2020100619	5203	1084	3	0	3	496	4	5.1	4	56.0	4	7
203	202308010503	2020100401	1062	1188	8	1	3	470	6	88.1	12	54.0	4	8
208	202308010503	2020100034	1133	1101	13	1	3	444	-8	200.0	14	54.0	5	9
200	202308010503	2020104756	1185	1193	5	0	3	468	4	15.5	5	55.0	5	10
205	202308010503	2020102456	1030	1161	10	1	3	438	-2	56.4	11	54.0	6	11
206	202308010503	2020104270	1208	1172	11	0	3	516	-4	139.7	13	53.0	6	12
207	202308010503	2020101225	1128	1149	12	1	3	446	6	17.3	6	54.0	7	14
201	202308010503	2020101221	732	1155	6	0	3	516	0	4.9	3	56.0	8	15
209	202308010503	2020110102	1154	427	14	0	3	536	0	29.4	7	56.0	8	16
211	202308010504	2020105561	1138	1073	2	0	3	504	10	5.3	3	56.0	1	1
219	202308010504	2020104175	1124	1123	10	0	3	458	2	23.4	7	56.0	1	2
214	202308010504	2020106796	1095	1181	5	0	3	454	6	7.0	4	56.0	2	3
212	202308010504	2020103346	1174	1071	3	1	3	436	6	15.3	6	54.0	2	4
216	202308010504	2020100736	1018	1135	7	1	3	438	-2	165.4	12	54.0	3	5
210	202308010504	2020101570	1157	1104	1	2	3	440	-8	2.7	1	56.0	3	6
226	202308010504	2020105430	1154	1128	17	1	3	446	0	119.3	9	54.0	4	7
223	202308010504	2020100972	1199	1140	14	0	3	470	-4	416.9	16	55.0	4	8
217	202308010504	2020104320	1190	1110	8	1	3	410	0	141.6	11	50.0	5	9
225	202308010504	2020103559	1088	1137	16	0	3	500	0	3.8	2	56.0	5	10
218	202308010504	2020101966	1165	1101	9	1	3	376	4	324.9	15	54.0	6	11
220	202308010504	2020106712	732	1142	11	1	3	414	0	119.8	10	54.0	6	12
215	202308010504	2020100154	1126	1142	6	1	3	484	4	8.8	5	54.0	7	13
227	202308010504	2020102749	1152	1085	18	0	3	470	-4	709.2	17	56.0	7	14
222	202308010504	2020100925	1128	1046	13	0	3	438	0	252.4	13	56.0	7	15
213	202308010504	2020106866	1171	1157	4	1	3	462	0	39.7	8	54.0	8	16
224	202308010504	2020109088	1208	1041	15	1	3	418	4	823.2	18	51.0	8	17
221	202308010504	2020100974	1114	1050	12	1	3	454	2	272.4	14	54.0	8	18
236	202308010505	2020104608	1124	1042	9	1	3	448	-2	129.4	10	54.0	1	1
238	202308010505	2020103116	1180	1105	11	1	3	458	-12	7.5	3	54.0	2	2
230	202308010505	2020100844	1128	1046	3	0	3	444	0	136.0	11	56.0	3	3
232	202308010505	2020105628	1095	1160	5	2	3	500	0	45.7	8	56.0	3	4
228	202308010505	2020102539	1126	1170	1	0	3	462	-4	1.7	1	56.0	4	5
237	202308010505	2020101076	1185	1170	10	1	3	408	4	170.1	12	53.0	4	6
229	202308010505	2020103713	1154	1180	2	1	3	422	6	10.1	4	54.0	5	7
233	202308010505	2020103765	1182	1099	6	0	3	436	-14	178.1	13	55.0	5	8
231	202308010505	2020104297	1174	1110	4	0	3	466	2	4.6	2	56.0	6	9
240	202308010505	2020100065	5203	1050	13	1	3	468	0	26.4	7	54.0	6	10
235	202308010505	2020103194	1157	1149	8	2	3	442	-12	18.9	6	56.0	7	11
241	202308010505	2020101041	1208	1040	14	1	3	420	-6	423.9	14	51.0	7	12
239	202308010505	2020104787	1171	1104	12	0	3	484	-2	87.0	9	56.0	8	13
234	202308010505	2020100900	1030	1160	7	1	3	464	0	14.8	5	54.0	8	14
254	202308010506	2020100784	1128	1078	13	0	3	456	-6	160.6	16	56.0	1	1
250	202308010506	2020106611	1199	1099	9	1	3	440	0	18.3	8	53.0	1	2
248	202308010506	2020105542	666	1120	7	0	3	482	-4	13.6	6	56.0	2	3
252	202308010506	2020101582	1095	1075	11	1	3	452	0	4.6	2	54.0	2	4
253	202308010506	2020104572	660	1135	12	1	3	452	-6	9.9	5	54.0	3	5
247	202308010506	2020100948	1174	438	6	0	3	436	0	19.1	9	56.0	3	6
257	202308010506	2020100960	1126	1028	16	0	3	498	-4	21.8	10	56.0	4	7
244	202308010506	2020102993	1018	1095	3	0	3	508	-2	7.5	4	56.0	4	8
256	202308010506	2020104301	1032	1138	15	1	3	474	6	71.0	14	54.0	5	9
255	202308010506	2020101795	732	1028	14	0	3	494	0	134.4	15	56.0	5	10
251	202308010506	2020110035	1157	1127	10	1	3	492	-8	16.6	7	54.0	6	11
246	202308010506	2020101764	1124	1135	5	0	3	464	-2	54.8	13	56.0	6	12
245	202308010506	2020110151	1030	1098	4	0	3	484	-2	28.6	12	56.0	7	13
243	202308010506	2020104893	1180	1148	2	0	3	502	-4	25.4	11	56.0	7	14
242	202308010506	2020101035	1088	1023	1	0	3	502	4	3.8	1	56.0	8	15
249	202308010506	2020107082	1171	1144	8	0	3	468	4	7.2	3	56.0	8	16
259	202308010507	2020100052	1032	1148	2	0	3	450	-4	1.9	1	56.0	1	1
263	202308010507	2020100882	1190	437	6	0	3	436	-4	116.0	6	52.0	2	2
260	202308010507	2020104520	660	1172	3	0	3	480	2	8.4	4	56.0	3	3
262	202308010507	2020106748	1156	1178	5	0	3	450	0	200.4	8	56.0	4	4
265	202308010507	2020106286	1182	1181	8	0	3	452	0	173.0	7	55.0	5	5
258	202308010507	2020100680	1171	1157	1	0	3	502	-6	2.6	2	56.0	6	6
264	202308010507	2020100795	1095	1085	7	1	3	442	-2	8.4	3	54.0	7	7
261	202308010507	2020102977	1126	1142	4	1	3	452	6	9.7	5	54.0	8	8
267	202308010508	2018109002	1208	1083	2	1	5	486	10	5.9	4	53.0	1	1
266	202308010508	2019103791	1190	1180	1	1	4	462	2	2.9	1	52.0	2	2
269	202308010508	2018101572	1036	1120	4	1	5	484	2	13.7	6	56.0	3	3
271	202308010508	2018103386	1199	1040	6	1	5	432	0	67.3	10	55.0	4	4
275	202308010508	2019105849	1174	1148	10	1	4	492	6	3.7	2	56.0	5	5
270	202308010508	2018105853	1185	1065	5	1	5	440	4	10.6	5	55.0	6	6
268	202308010508	2019105025	660	1158	3	1	4	532	12	5.0	3	56.0	7	7
272	202308010508	2018104571	1018	425	7	1	5	500	-2	27.6	7	56.0	7	8
273	202308010508	2019102986	732	431	8	1	4	420	-8	33.5	8	56.0	8	9
274	202308010508	2018104796	5203	1104	9	1	5	480	0	36.7	9	56.0	8	10
283	202308010509	2016104691	1154	1073	8	0	7	490	-2	69.8	8	58.0	1	1
281	202308010509	2017104478	1180	1094	6	1	6	488	-12	76.3	9	56.0	2	2
280	202308010509	2019105276	1126	1175	5	0	4	510	-2	5.8	3	58.0	3	3
276	202308010509	2019104984	1088	1061	1	0	4	488	-6	1.6	1	58.0	4	4
279	202308010509	2018104850	1182	1018	4	0	5	470	-6	31.1	5	58.0	5	5
278	202308010509	2018101642	1171	1173	3	1	5	426	0	33.5	6	56.0	6	6
285	202308010509	2019100295	1128	1101	10	0	4	474	-6	34.8	7	58.0	7	7
284	202308010509	2018104129	1157	1003	9	0	5	458	-4	167.3	10	58.0	7	8
277	202308010509	2016105171	1018	1002	2	0	7	486	-4	24.8	4	58.0	8	9
282	202308010509	2019105159	660	1044	7	0	4	488	4	3.2	2	58.0	8	10
297	202308010510	2019105609	1154	1159	12	0	4	500	8	62.9	12	57.0	1	1
290	202308010510	2018104059	1182	1121	5	0	5	512	2	14.4	5	58.0	2	2
289	202308010510	2015100887	5243	1155	4	0	8	494	-6	102.7	13	58.0	2	3
296	202308010510	2019101666	1018	1110	11	0	4	534	0	14.6	6	57.0	3	4
293	202308010510	2017100478	1174	1137	8	0	6	484	0	43.3	11	57.0	3	5
286	202308010510	2019105308	732	1148	1	0	4	500	-8	4.9	3	57.0	4	7
295	202308010510	2016110013	1180	1118	10	0	7	488	-10	143.7	14	59.0	5	8
291	202308010510	2018105998	1171	1086	6	0	5	476	-6	34.3	10	57.0	5	9
298	202308010510	2016104451	1199	1107	13	0	7	506	0	265.7	15	57.0	6	10
287	202308010510	2019103393	666	1106	2	0	4	476	-2	3.7	2	57.0	6	11
294	202308010510	2018105164	1095	1144	9	0	5	546	6	17.7	8	57.0	7	12
288	202308010510	2019104089	5203	1066	3	0	4	492	0	24.0	9	57.0	7	13
292	202308010510	2017104652	1032	1039	7	0	6	488	6	9.2	4	57.0	8	14
299	202308010510	2019106521	1126	1158	14	0	4	494	-6	3.4	1	57.0	8	15
306	202308010511	2020102800	660	1164	6	0	3	440	0	9.2	5	56.0	1	1
305	202308010511	2020105794	1018	1018	5	0	3	502	-8	5.4	3	56.0	2	2
310	202308010511	2020101486	1174	1104	10	0	3	456	-4	13.6	6	56.0	3	3
312	202308010511	2020101758	732	1166	12	0	3	450	-6	285.9	12	56.0	4	4
307	202308010511	2020106678	1154	1168	7	0	3	470	-2	80.4	10	56.0	5	5
301	202308010511	2020103473	1088	1061	1	0	3	494	4	2.8	1	56.0	5	6
